#Results from rejection sampling run with 1000 samples
#m1 		 m2 		 redshift 	 SNR 		 LIGOSNR 	 iota 		 psi 		 alpha 		 delta 	 GPStime
2.582268e+01 	 8.491230e+00 	 3.881192e+00 	 1.738738e-01 	 1.108976e+05 	 1.515071e+00 	 1.754956e+00 	 5.658931e+00 	 5.718554e-01 	 14816507
1.384305e+01 	 7.259296e+00 	 2.880887e+00 	 8.936033e-01 	 5.868314e+04 	 2.872493e-01 	 2.631326e+00 	 4.672445e+00 	 -1.261200e-01 	 2536883
1.343049e+01 	 2.312354e+01 	 2.048386e+00 	 3.551240e-01 	 4.734683e+04 	 1.759962e+00 	 3.216492e+00 	 1.192723e+00 	 1.086109e-01 	 24670412
1.074953e+01 	 1.773312e+01 	 8.677551e+00 	 4.056536e-01 	 9.805040e+04 	 2.548809e+00 	 3.588660e+00 	 2.416700e+00 	 -4.366984e-01 	 18312508
8.245508e+00 	 2.734006e+01 	 1.119892e+00 	 6.019504e-01 	 2.483615e+04 	 2.217434e+00 	 2.727578e+00 	 5.959728e+00 	 -3.248906e-01 	 24017862
6.409967e+00 	 2.015998e+01 	 3.202572e+00 	 4.970794e-01 	 3.435766e+04 	 2.033156e+00 	 3.556432e+00 	 3.241208e+00 	 3.788754e-01 	 22827471
5.066251e+01 	 7.749109e+00 	 9.696058e-01 	 5.707599e+00 	 9.520427e+04 	 1.119099e+00 	 1.480318e+00 	 2.829258e+00 	 -1.504273e-01 	 13569349
8.579287e+00 	 2.822318e+01 	 2.056437e+00 	 9.544625e-01 	 3.366637e+04 	 9.894259e-01 	 2.895814e+00 	 1.889558e+00 	 8.851131e-01 	 4836521
4.976823e+01 	 4.144085e+01 	 4.415099e+00 	 1.306245e+00 	 1.187685e+05 	 8.373024e-01 	 3.446348e+00 	 1.170674e+00 	 1.021166e+00 	 18728531
7.520305e+00 	 7.601775e+00 	 3.623343e-01 	 4.253783e-01 	 1.659855e+04 	 1.577754e+00 	 1.650054e+00 	 1.892419e+00 	 9.990813e-01 	 4208394
7.254076e+00 	 2.528583e+01 	 8.804652e+00 	 5.123628e-01 	 7.345446e+04 	 2.615888e+00 	 7.692290e-01 	 2.340941e+00 	 1.181247e+00 	 19256686
5.114897e+01 	 1.165530e+01 	 4.110588e+00 	 1.582828e+00 	 1.207230e+05 	 1.067291e+00 	 5.803476e+00 	 3.102474e+00 	 -5.541016e-01 	 12227754
2.854119e+01 	 2.475306e+01 	 8.675201e+00 	 5.686172e-01 	 1.170506e+05 	 2.591447e+00 	 2.791649e+00 	 3.862368e-01 	 -2.979227e-01 	 16646634
8.323523e+00 	 6.579971e+00 	 7.918724e+00 	 3.430888e-01 	 7.599498e+04 	 1.226795e+00 	 4.859406e+00 	 4.911711e+00 	 1.067820e+00 	 22984703
7.917625e+00 	 1.112197e+01 	 7.569233e+00 	 1.323529e-01 	 7.074279e+04 	 1.427092e+00 	 1.901605e-02 	 3.849687e+00 	 5.668778e-01 	 26348361
7.044863e+00 	 2.426684e+01 	 3.655871e+00 	 2.198816e-01 	 3.989698e+04 	 1.805960e+00 	 4.359377e-01 	 6.097775e+00 	 3.110355e-02 	 7606022
5.028730e+01 	 7.677548e+00 	 9.559095e+00 	 5.806649e-02 	 9.544964e+03 	 1.015881e+00 	 5.714921e+00 	 2.904490e-01 	 3.219488e-01 	 11895716
1.255534e+01 	 2.645587e+01 	 5.508911e+00 	 5.569344e-01 	 8.195005e+04 	 1.053388e+00 	 5.362899e+00 	 3.792182e+00 	 4.593761e-01 	 16315798
3.552799e+01 	 7.975602e+00 	 6.059937e+00 	 1.165033e+00 	 1.230211e+05 	 2.010856e+00 	 2.694846e+00 	 2.616735e+00 	 7.368105e-01 	 15719672
6.924592e+00 	 7.379852e+00 	 3.496025e+00 	 4.977080e-01 	 3.834046e+04 	 9.375590e-01 	 2.162661e+00 	 4.895080e+00 	 -4.111778e-01 	 3163739
7.666127e+00 	 2.134294e+01 	 3.777085e+00 	 4.038891e-01 	 4.342201e+04 	 9.082760e-01 	 5.454346e-01 	 6.583170e-01 	 -7.531690e-01 	 3787661
1.270937e+01 	 7.411840e+00 	 2.960770e+00 	 4.201744e-01 	 5.571834e+04 	 1.995136e+00 	 2.670515e+00 	 4.392633e+00 	 -2.749435e-01 	 3308012
3.038839e+01 	 9.146555e+00 	 5.232284e+00 	 6.250613e-01 	 1.283406e+05 	 7.518828e-01 	 8.885311e-01 	 1.078451e+00 	 6.298976e-01 	 25651900
8.751420e+00 	 6.399703e+00 	 2.100142e+00 	 6.153268e-01 	 3.454263e+04 	 2.259396e+00 	 4.901097e+00 	 2.082514e-01 	 1.687180e-01 	 4165588
1.335457e+01 	 1.110867e+01 	 3.046991e+00 	 1.645442e+00 	 5.896426e+04 	 6.603729e-01 	 3.850562e+00 	 4.877081e+00 	 9.725085e-01 	 10832600
6.875495e+00 	 1.959798e+01 	 2.384962e+00 	 4.621458e-01 	 3.077781e+04 	 5.704081e-01 	 6.080265e-01 	 2.918822e+00 	 7.406960e-01 	 8886134
1.113263e+01 	 2.151764e+01 	 4.129876e+00 	 4.077932e-01 	 6.162210e+04 	 1.442917e+00 	 2.075704e+00 	 4.549292e+00 	 6.049308e-01 	 5529880
7.484426e+00 	 9.817043e+00 	 1.403813e+00 	 9.316690e-01 	 2.537878e+04 	 7.732360e-01 	 3.857880e+00 	 5.178279e+00 	 3.380139e-01 	 10209618
6.981878e+00 	 1.153851e+01 	 9.225498e+00 	 5.607345e-01 	 7.367590e+04 	 8.066345e-01 	 5.856204e+00 	 4.384039e+00 	 3.202333e-01 	 10653173
7.990170e+00 	 1.649254e+01 	 1.068900e+00 	 1.214716e+00 	 2.381860e+04 	 7.240090e-01 	 3.979094e+00 	 1.086341e-01 	 1.341953e-01 	 4669289
