#Results from rejection sampling run with 10000 samples
#m1 		 m2 		 redshift 	 SNR 		 LIGOSNR 	 iota 		 psi 		 alpha 		 delta 	 GPStime
5.164671e+01 	 6.529040e+00 	 2.531638e+00 	 2.386653e+00 	 1.277678e+05 	 4.637843e-01 	 3.904893e+00 	 2.755849e+00 	 8.671461e-01 	 316359
8.666184e+00 	 1.364984e+01 	 2.049489e+00 	 4.984849e-01 	 3.386497e+04 	 1.170742e+00 	 1.540885e+00 	 4.246593e+00 	 -4.489694e-02 	 1319327
1.155036e+01 	 1.499976e+01 	 5.288732e+00 	 5.788051e-01 	 7.469462e+04 	 2.132434e-01 	 5.948194e-01 	 6.180100e-02 	 -1.310067e-01 	 18844528
3.286984e+01 	 2.153021e+01 	 8.365676e+00 	 6.504890e-01 	 1.075999e+05 	 3.330926e-01 	 5.170781e+00 	 4.971237e-01 	 -1.875515e-01 	 4843507
4.904476e+01 	 9.687207e+00 	 5.207169e+00 	 8.601873e-01 	 1.087110e+05 	 1.486677e+00 	 1.751562e+00 	 3.678382e+00 	 -4.001991e-01 	 20243172
2.081367e+01 	 6.547851e+00 	 1.929199e+00 	 9.534139e-01 	 6.493629e+04 	 1.772210e+00 	 2.061695e+00 	 1.352712e-01 	 4.323121e-01 	 1085650
2.422677e+01 	 1.512795e+01 	 9.034323e+00 	 4.821847e-01 	 1.244979e+05 	 9.468678e-01 	 4.793187e+00 	 2.530382e+00 	 -3.944984e-01 	 15135094
8.159370e+00 	 7.274545e+00 	 8.236369e+00 	 5.880153e-01 	 7.690675e+04 	 5.464603e-01 	 1.060129e+00 	 4.967108e+00 	 7.368695e-01 	 22798756
1.297986e+01 	 7.705046e+00 	 3.777700e+00 	 4.590965e-01 	 6.582833e+04 	 3.873466e-01 	 2.751258e-01 	 1.824184e+00 	 7.299011e-01 	 7567774
3.099800e+01 	 3.279951e+01 	 5.750913e+00 	 8.661250e-01 	 1.284573e+05 	 1.103539e+00 	 2.975878e+00 	 9.617885e-02 	 -1.997059e-01 	 9269250
4.107601e+01 	 3.209453e+01 	 4.736316e+00 	 1.282570e+00 	 1.257461e+05 	 4.610271e-01 	 1.064978e+00 	 1.179218e+00 	 -9.953342e-01 	 23609265
9.510088e+00 	 8.418065e+00 	 4.450026e+00 	 1.775648e-01 	 5.702800e+04 	 1.764219e+00 	 1.479085e+00 	 1.895178e+00 	 7.279308e-01 	 6965312
7.543161e+00 	 1.113604e+01 	 4.818603e+00 	 2.470281e-01 	 4.999693e+04 	 1.131466e+00 	 1.950750e+00 	 1.218060e+00 	 -1.900395e-01 	 26054565
1.072075e+01 	 7.755946e+00 	 8.114831e+00 	 3.617919e-01 	 9.377824e+04 	 1.011045e+00 	 2.836718e+00 	 3.959634e+00 	 -2.317641e-01 	 3261058
1.160262e+01 	 5.717303e+00 	 7.543398e+00 	 3.925162e-01 	 9.475221e+04 	 1.742190e+00 	 3.984071e+00 	 2.423842e-01 	 7.369615e-01 	 29035553
